Industry,Contract_Plan,Billing_Cycle,Onboarding_Tier,Monthly_Contract_Value,Tenure_Months,Licensed_Seats,Active_Seats,Support_Tickets,Unresolved_Bugs,API_Calls_Monthly,Churn
Media,Growth,Monthly,Assisted,1259.4,10,16,6,3,1,64696.0,0
EdTech,Startup,Monthly,Self-Serve,1172.59,23,23,16,2,0,223930.0,0
FinTech,Startup,Multi-Year,Assisted,838.0,21,14,4,0,0,31559.0,0
HealthTech,Growth,Quarterly,Self-Serve,9475.11,4,14,8,1,0,23048.0,0
EdTech,Custom,Monthly,Assisted,700.2,1,21,20,0,0,95597.0,0
FinTech,Growth,Annual,Self-Serve,3146.96,14,14,9,2,1,9727.0,0
E-Commerce,Growth,Monthly,Assisted,959.22,21,24,5,0,0,1887.0,0
HealthTech,Startup,Monthly,Assisted,531.85,72,12,11,2,0,29312.0,0
E-Commerce,Growth,Monthly,Dedicated-CSM,1461.75,7,20,6,0,0,14198.0,0
FinTech,Growth,Monthly,Self-Serve,2325.59,40,22,17,2,1,25253.0,0
Logistics,Enterprise,Monthly,Self-Serve,2929.05,8,14,8,3,2,213733.0,1
Media,Growth,Annual,Assisted,5053.95,21,23,10,1,0,21423.0,0
Media,Growth,Monthly,Dedicated-CSM,16374.15,16,23,7,2,0,61544.0,1
EdTech,Startup,Quarterly,Dedicated-CSM,1657.29,1,17,5,2,1,14411.0,0
FinTech,Custom,Monthly,Self-Serve,762.32,1,21,18,0,0,18079.0,0
EdTech,Startup,Monthly,Self-Serve,1968.33,1,21,18,3,0,13930.0,1
FinTech,Startup,Monthly,Assisted,1068.19,8,17,9,2,0,42450.0,0
FinTech,Growth,Multi-Year,Self-Serve,2942.67,24,17,4,1,0,12816.0,0
HealthTech,Growth,Monthly,Self-Serve,444.7,3,15,13,2,0,63357.0,0
E-Commerce,Growth,Annual,Self-Serve,10027.48,16,14,8,3,2,57015.0,1
EdTech,Growth,Monthly,Assisted,2772.88,6,16,8,4,0,27346.0,0
EdTech,Enterprise,Monthly,Dedicated-CSM,320.09,28,20,10,3,2,1295.0,0
HealthTech,Startup,Monthly,Dedicated-CSM,733.13,28,21,10,1,0,1146.0,0
HealthTech,Enterprise,Monthly,Self-Serve,2680.26,26,13,8,1,0,38051.0,0
Media,Growth,Monthly,Assisted,3640.56,13,19,12,3,2,91379.0,0
HealthTech,Growth,Monthly,Dedicated-CSM,454.23,6,18,10,3,1,45674.0,0
E-Commerce,Growth,Annual,Self-Serve,2455.47,29,16,14,2,1,28604.0,0
FinTech,Startup,Monthly,Assisted,255.89,3,18,8,1,1,106904.0,0
EdTech,Enterprise,Quarterly,Assisted,1241.49,6,16,10,2,0,10970.0,0
EdTech,Growth,Monthly,Self-Serve,3446.93,3,25,10,0,0,22269.0,0
FinTech,Startup,Quarterly,Assisted,838.16,20,26,20,3,0,41656.0,0
FinTech,Growth,Quarterly,Self-Serve,372.08,20,11,3,4,2,17242.0,0
EdTech,Custom,Monthly,Assisted,1516.69,19,20,7,3,1,304014.0,0
EdTech,Growth,Monthly,Self-Serve,801.1,9,21,17,5,1,30103.0,0
HealthTech,Custom,Annual,Self-Serve,2287.29,1,22,7,3,2,2655.0,0
Media,Startup,Annual,Self-Serve,631.11,43,18,12,2,1,9684.0,0
FinTech,Startup,Monthly,Dedicated-CSM,694.55,12,23,22,0,0,38016.0,0
HealthTech,Startup,Monthly,Assisted,240.36,9,20,12,1,0,39932.0,0
Media,Growth,Annual,Assisted,1547.59,15,27,9,0,0,207211.0,0
HealthTech,Startup,Monthly,Assisted,1168.21,3,10,4,2,2,45810.0,1
E-Commerce,Startup,Quarterly,Assisted,487.78,2,13,11,1,0,54925.0,0
HealthTech,Custom,Monthly,Self-Serve,1579.29,9,20,9,2,1,12022.0,0
HealthTech,Enterprise,Monthly,Assisted,3206.74,4,16,12,4,1,5651.0,0
Media,Enterprise,Quarterly,Self-Serve,1115.18,5,18,14,2,0,46066.0,0
HealthTech,Startup,Quarterly,Self-Serve,1682.34,40,27,16,3,1,100080.0,0
Logistics,Startup,Monthly,Assisted,1689.71,13,22,18,4,0,44261.0,0
FinTech,Startup,Quarterly,Self-Serve,481.22,11,26,11,0,0,29240.0,0
FinTech,Enterprise,Annual,Self-Serve,7693.24,21,12,7,3,0,43162.0,0
FinTech,Custom,Quarterly,Assisted,897.65,54,22,16,0,0,31628.0,0
EdTech,Growth,Monthly,Assisted,2339.51,2,17,5,2,0,7651.0,0
HealthTech,Startup,Quarterly,Assisted,2575.59,32,19,7,1,0,67582.0,0
Logistics,Growth,Annual,,1189.57,15,13,9,3,1,38075.0,0
E-Commerce,Startup,Annual,Assisted,2243.46,2,20,14,3,2,25485.0,0
Media,Growth,Annual,Assisted,1650.69,6,24,14,1,1,41008.0,0
FinTech,Growth,Monthly,Self-Serve,401.42,11,16,13,4,1,13803.0,0
Logistics,Enterprise,Annual,Self-Serve,1009.86,21,31,18,2,0,,0
EdTech,Startup,Annual,Assisted,795.79,5,20,18,2,1,48702.0,0
EdTech,Startup,Monthly,Self-Serve,904.62,13,12,9,5,2,12822.0,1
Logistics,Custom,Monthly,Dedicated-CSM,442.13,20,10,4,2,1,69114.0,0
EdTech,Startup,Monthly,Dedicated-CSM,3489.34,10,18,9,2,0,36804.0,1
E-Commerce,Startup,Annual,Self-Serve,5227.53,35,20,14,0,0,98919.0,0
FinTech,Startup,Monthly,Self-Serve,3075.75,36,20,18,2,0,93943.0,0
FinTech,Startup,Quarterly,Self-Serve,3944.0,11,30,10,2,0,34112.0,0
Media,Growth,Multi-Year,Self-Serve,999.31,64,29,17,1,0,10875.0,0
E-Commerce,Enterprise,Annual,Self-Serve,779.91,1,20,5,0,0,66712.0,0
EdTech,Startup,Multi-Year,Assisted,691.04,1,12,5,3,1,27123.0,0
E-Commerce,Growth,Multi-Year,Dedicated-CSM,2315.67,8,23,17,2,0,45147.0,0
FinTech,Growth,Monthly,Assisted,1624.58,16,21,5,2,1,5673.0,0
FinTech,Growth,Annual,Self-Serve,1254.34,17,18,13,1,1,49927.0,0
EdTech,Enterprise,Monthly,Self-Serve,4027.4,11,25,23,4,3,23384.0,0
HealthTech,Enterprise,Annual,Assisted,1889.75,2,16,15,5,0,,0
FinTech,Startup,Monthly,Dedicated-CSM,656.64,3,30,11,4,1,195391.0,1
E-Commerce,Enterprise,Multi-Year,Dedicated-CSM,750.87,34,24,19,1,0,28320.0,0
FinTech,Growth,Annual,Dedicated-CSM,2391.54,36,18,16,5,1,56666.0,0
E-Commerce,Custom,Annual,Assisted,3246.96,20,23,6,1,0,49406.0,0
HealthTech,Growth,Monthly,Assisted,2140.79,19,21,11,3,1,5508.0,0
EdTech,Custom,Monthly,Self-Serve,6716.72,16,26,24,1,0,68902.0,0
HealthTech,Enterprise,Annual,Assisted,5376.3,4,22,7,2,1,19516.0,1
E-Commerce,Startup,Monthly,Self-Serve,1948.63,10,21,19,4,4,80207.0,1
FinTech,Growth,Annual,Assisted,656.69,21,18,11,2,1,46779.0,0
FinTech,Custom,Monthly,Assisted,439.88,13,19,5,0,0,19070.0,1
HealthTech,Enterprise,Annual,Self-Serve,963.65,1,20,11,3,2,22026.0,0
E-Commerce,Startup,Monthly,Self-Serve,2540.79,55,21,9,2,1,65747.0,0
E-Commerce,Enterprise,Annual,Self-Serve,6327.43,33,12,5,3,1,39932.0,0
HealthTech,Startup,Annual,Self-Serve,1909.95,5,27,17,1,1,55184.0,0
EdTech,Startup,Monthly,Self-Serve,3617.05,17,22,12,3,1,8618.0,0
Logistics,Growth,Monthly,Self-Serve,1087.34,46,18,10,1,1,77318.0,0
EdTech,Startup,Monthly,Self-Serve,2274.13,1,20,5,1,0,19312.0,0
FinTech,Enterprise,Quarterly,Self-Serve,2696.89,12,17,14,7,4,48361.0,1
E-Commerce,Startup,Quarterly,Dedicated-CSM,248.97,10,20,11,0,0,6090.0,0
FinTech,Enterprise,Annual,Self-Serve,942.54,9,28,23,1,0,19388.0,0
FinTech,Startup,Quarterly,Self-Serve,3002.63,32,17,14,3,1,52330.0,0
Media,Startup,Monthly,Assisted,1691.38,8,21,9,2,0,16024.0,1
FinTech,Startup,Monthly,Dedicated-CSM,484.42,1,14,2,4,0,106143.0,1
E-Commerce,Startup,Monthly,Assisted,169.76,1,18,16,2,1,54121.0,0
E-Commerce,Startup,Monthly,Self-Serve,981.5,1,14,11,0,0,102118.0,0
EdTech,Startup,Multi-Year,Assisted,1260.36,9,21,6,1,1,25159.0,0
E-Commerce,Growth,Annual,Assisted,631.86,22,15,11,0,0,1729.0,0
FinTech,Startup,Monthly,,1512.66,4,20,4,5,1,42918.0,1
HealthTech,Growth,Quarterly,Assisted,2059.93,18,20,4,1,0,,0
E-Commerce,Growth,Annual,Dedicated-CSM,2368.67,20,23,14,3,1,29727.0,0
FinTech,Enterprise,Monthly,Dedicated-CSM,180.81,5,28,7,2,0,57145.0,1
HealthTech,Custom,Monthly,Assisted,438.28,16,19,18,2,0,60310.0,0
FinTech,Growth,Monthly,Assisted,1033.88,20,19,17,2,1,1397.0,0
FinTech,Startup,Quarterly,Assisted,2178.4,11,23,16,2,2,73332.0,0
HealthTech,Startup,Multi-Year,Dedicated-CSM,2030.12,7,31,7,3,2,34013.0,0
FinTech,Custom,Annual,Self-Serve,2000.37,17,18,8,3,2,40675.0,0
E-Commerce,Startup,Monthly,Dedicated-CSM,966.9,68,10,4,3,1,17691.0,0
EdTech,Startup,Monthly,Self-Serve,1013.85,10,20,11,4,2,27308.0,0
Logistics,Startup,Annual,Assisted,721.2,8,25,8,0,0,61958.0,0
FinTech,Startup,Annual,Dedicated-CSM,2573.35,11,24,15,4,1,74965.0,0
FinTech,Startup,Annual,Self-Serve,612.52,1,18,9,4,2,24478.0,1
FinTech,Enterprise,Annual,Assisted,2758.74,14,22,21,3,2,58740.0,0
E-Commerce,Startup,Monthly,Self-Serve,1598.27,7,18,17,0,0,14923.0,0
EdTech,Growth,Annual,Self-Serve,1289.12,2,16,10,3,0,89196.0,0
FinTech,Startup,Annual,Self-Serve,766.47,11,22,15,0,0,47057.0,0
Media,Startup,Monthly,Self-Serve,423.18,1,24,7,0,0,74624.0,0
FinTech,Custom,Annual,Self-Serve,772.39,9,20,7,2,0,32423.0,0
E-Commerce,Startup,Monthly,Dedicated-CSM,1011.81,2,21,19,1,0,13010.0,0
EdTech,Enterprise,Monthly,Dedicated-CSM,178.81,1,20,15,1,1,28039.0,0
Logistics,Growth,Monthly,Self-Serve,1132.57,31,20,7,6,3,24022.0,1
EdTech,Startup,Monthly,Assisted,2938.64,44,22,14,3,2,20227.0,0
Logistics,Custom,Monthly,Self-Serve,2169.25,4,18,17,5,1,11924.0,1
HealthTech,Startup,Monthly,Self-Serve,878.51,13,16,7,2,0,71183.0,0
Logistics,Enterprise,Quarterly,Self-Serve,1393.95,5,12,4,4,0,4515.0,0
FinTech,Startup,Quarterly,Dedicated-CSM,834.86,12,22,20,3,2,109267.0,0
Logistics,Enterprise,Monthly,Dedicated-CSM,1519.97,10,17,9,1,0,9620.0,0
E-Commerce,Startup,Monthly,Self-Serve,4959.66,5,29,15,4,2,195286.0,1
Logistics,Growth,Annual,Self-Serve,3051.0,21,17,7,2,0,223132.0,0
E-Commerce,Enterprise,Monthly,Self-Serve,2085.31,2,20,18,0,0,25407.0,0
E-Commerce,Custom,Monthly,Assisted,880.99,1,24,21,3,0,220402.0,0
E-Commerce,Custom,Annual,Assisted,2533.73,26,24,12,2,1,101654.0,0
EdTech,Enterprise,Annual,Self-Serve,319.31,19,14,3,3,0,4301.0,0
FinTech,Enterprise,Annual,Assisted,1080.85,12,29,16,4,1,147184.0,0
FinTech,Startup,Quarterly,Self-Serve,2199.87,11,22,7,2,0,2172.0,0
FinTech,Startup,Monthly,Dedicated-CSM,2513.32,12,14,4,2,1,10039.0,1
FinTech,Startup,Annual,Assisted,2367.05,10,15,7,4,1,43925.0,0
Logistics,Growth,Monthly,Assisted,1720.91,8,13,3,2,2,4209.0,0
FinTech,Growth,Monthly,Assisted,1134.14,12,18,17,1,0,8821.0,0
Media,Growth,Monthly,Dedicated-CSM,2115.99,13,16,3,2,0,153406.0,0
HealthTech,Startup,Annual,Self-Serve,595.9,21,18,9,4,1,261888.0,0
FinTech,Growth,Monthly,Self-Serve,653.29,22,17,5,1,0,80008.0,0
EdTech,Startup,Multi-Year,Dedicated-CSM,1411.59,8,22,16,2,1,36202.0,0
EdTech,Startup,Annual,Self-Serve,1551.87,9,20,5,9,5,115280.0,1
E-Commerce,Growth,Quarterly,Self-Serve,283.79,8,17,10,1,1,5933.0,0
E-Commerce,Enterprise,Annual,Assisted,1972.14,13,23,18,3,1,143140.0,0
EdTech,Enterprise,Annual,Dedicated-CSM,2583.29,10,21,20,4,1,21659.0,0
FinTech,Growth,Annual,Assisted,1254.27,39,14,10,0,0,98840.0,0
Media,Startup,Monthly,Dedicated-CSM,10079.88,21,17,4,2,0,55187.0,1
Media,Growth,Annual,Assisted,749.57,41,18,4,1,1,161288.0,0
EdTech,Startup,Quarterly,Self-Serve,985.43,22,18,14,2,2,100005.0,0
FinTech,Growth,Multi-Year,Assisted,957.37,63,16,5,1,0,109417.0,0
EdTech,Growth,Quarterly,Assisted,1255.44,18,21,11,1,0,49950.0,0
FinTech,Startup,Quarterly,Self-Serve,1012.91,59,20,19,2,1,89536.0,0
FinTech,Startup,Annual,Self-Serve,405.13,3,23,19,3,0,70762.0,0
HealthTech,Custom,Annual,Self-Serve,841.71,1,17,14,1,0,8814.0,0
E-Commerce,Custom,Quarterly,Assisted,1232.77,15,24,21,2,0,52291.0,0
Logistics,Growth,Monthly,Dedicated-CSM,3805.82,72,16,11,2,0,8019.0,0
EdTech,Startup,Quarterly,Assisted,8707.21,9,25,19,4,2,101802.0,1
EdTech,Startup,Multi-Year,Dedicated-CSM,4167.84,4,18,8,2,1,3411.0,0
HealthTech,Growth,Annual,Self-Serve,692.93,13,21,20,0,0,217320.0,0
HealthTech,Custom,Annual,Dedicated-CSM,741.42,18,27,11,2,1,,0
HealthTech,Startup,Monthly,Dedicated-CSM,1169.78,6,23,15,0,0,9354.0,0
Media,Enterprise,Quarterly,Self-Serve,6105.07,22,21,8,1,1,137190.0,1
FinTech,Startup,Annual,Dedicated-CSM,1163.73,66,19,5,1,0,2325.0,0
Logistics,Custom,Annual,Self-Serve,433.38,40,25,16,0,0,31754.0,0
E-Commerce,Growth,Monthly,Dedicated-CSM,874.8,6,21,10,4,2,73533.0,1
HealthTech,Enterprise,Annual,Dedicated-CSM,2549.11,7,14,9,1,0,19045.0,0
EdTech,Startup,Quarterly,Assisted,2407.75,8,13,8,5,2,37627.0,0
E-Commerce,Growth,Monthly,Assisted,1129.82,9,12,7,2,1,60268.0,0
Logistics,Startup,Monthly,Self-Serve,2394.43,1,19,5,2,1,151803.0,1
Media,Startup,Monthly,Assisted,193.99,25,21,11,2,1,5418.0,0
HealthTech,Custom,Quarterly,Self-Serve,1463.02,8,10,8,4,2,8553.0,1
HealthTech,Custom,Monthly,Assisted,2783.83,38,11,4,1,0,35552.0,0
E-Commerce,Enterprise,Monthly,Assisted,659.89,47,20,11,4,2,27105.0,0
Media,Growth,Annual,Dedicated-CSM,657.94,1,24,14,1,0,26449.0,0
FinTech,Enterprise,Monthly,Self-Serve,274.11,72,19,16,5,2,17617.0,0
E-Commerce,Startup,Monthly,Dedicated-CSM,5174.05,22,18,13,1,0,41127.0,0
E-Commerce,Startup,Quarterly,Dedicated-CSM,726.23,13,17,4,2,0,107402.0,0
EdTech,Startup,Quarterly,Assisted,1644.0,8,22,19,0,0,8773.0,0
FinTech,Growth,Annual,Self-Serve,2237.98,13,16,13,2,0,12122.0,0
EdTech,Growth,Monthly,Self-Serve,4842.85,7,22,17,2,0,55558.0,0
Media,Startup,Annual,Self-Serve,1175.19,17,22,12,3,2,2892.0,0
FinTech,Growth,Annual,Assisted,846.82,1,21,16,3,2,56007.0,1
FinTech,Enterprise,Monthly,Assisted,1551.7,17,13,7,3,2,18877.0,0
Media,Growth,Monthly,Dedicated-CSM,3989.69,5,18,14,2,1,22147.0,1
FinTech,Startup,Monthly,Self-Serve,1159.05,1,19,17,5,1,26006.0,1
Logistics,Startup,Monthly,Self-Serve,594.88,14,18,16,2,1,21507.0,0
E-Commerce,Startup,Annual,Assisted,361.53,15,23,12,3,2,92009.0,1
FinTech,Startup,Quarterly,Dedicated-CSM,474.33,10,22,19,2,1,146002.0,0
Logistics,Growth,Monthly,Dedicated-CSM,2792.61,1,21,5,3,0,39705.0,0
HealthTech,Growth,Monthly,Dedicated-CSM,1019.91,40,19,5,5,2,43599.0,1
E-Commerce,Growth,Monthly,Assisted,799.2,17,23,14,4,0,3655.0,0
HealthTech,Growth,Quarterly,Assisted,728.82,2,19,13,5,1,62447.0,0
E-Commerce,Enterprise,Monthly,Dedicated-CSM,1439.84,12,21,6,6,2,43865.0,0
FinTech,Startup,Quarterly,Assisted,1092.76,12,22,12,2,2,2585.0,0
HealthTech,Growth,Monthly,Self-Serve,1061.92,1,15,4,3,1,11059.0,0
Media,Enterprise,Annual,Self-Serve,4217.19,16,18,12,1,0,11279.0,0
HealthTech,Startup,Annual,Self-Serve,4950.85,29,22,19,1,0,9375.0,0
EdTech,Startup,Monthly,Assisted,340.86,24,20,15,2,1,53742.0,0
HealthTech,Enterprise,Quarterly,Self-Serve,1769.5,4,11,5,2,0,131861.0,0
EdTech,Startup,Multi-Year,Self-Serve,692.06,35,23,22,3,1,71980.0,0
FinTech,Growth,Monthly,Self-Serve,1084.62,7,19,13,2,0,32444.0,0
Media,Startup,Quarterly,Assisted,1742.17,52,25,21,3,1,25880.0,0
E-Commerce,Growth,Monthly,Self-Serve,1117.88,1,21,15,1,0,24425.0,0
FinTech,Startup,Annual,Assisted,1629.28,11,19,18,2,1,45971.0,0
FinTech,Startup,Monthly,Self-Serve,2373.27,16,21,17,2,0,22254.0,0
FinTech,Growth,Multi-Year,Self-Serve,1720.53,5,27,16,5,1,12817.0,0
E-Commerce,Startup,Annual,Assisted,772.93,26,28,13,0,0,46171.0,0
HealthTech,Growth,Annual,Self-Serve,784.6,17,9,6,1,0,24773.0,0
Logistics,Startup,Annual,Self-Serve,393.96,1,18,12,1,1,711.0,0
HealthTech,Startup,Quarterly,Self-Serve,648.18,16,19,13,1,0,1124.0,0
FinTech,Startup,Monthly,Dedicated-CSM,7099.35,12,20,9,2,0,16020.0,1
E-Commerce,Startup,Annual,Assisted,683.21,3,24,13,4,2,35915.0,0
EdTech,Custom,Multi-Year,Self-Serve,485.72,72,16,10,1,1,21866.0,0
FinTech,Startup,Quarterly,Self-Serve,1758.01,40,17,14,0,0,1217.0,0
FinTech,Growth,Multi-Year,Dedicated-CSM,1219.49,6,20,16,2,1,12626.0,0
FinTech,Startup,Quarterly,Assisted,1134.27,14,18,5,1,1,5069.0,0
EdTech,Startup,Quarterly,Assisted,4436.8,6,34,13,2,0,148437.0,0
EdTech,Custom,Quarterly,Assisted,2136.14,26,24,5,3,1,18759.0,0
E-Commerce,Startup,Monthly,Assisted,853.64,47,19,3,2,1,744.0,0
Logistics,Custom,Monthly,Assisted,933.74,8,16,6,2,0,54023.0,0
Logistics,Startup,Monthly,Assisted,873.76,29,15,12,1,0,13227.0,0
E-Commerce,Enterprise,Quarterly,,2817.28,12,23,21,0,0,41820.0,0
Logistics,Growth,Monthly,Self-Serve,1030.78,9,19,9,1,0,8170.0,1
FinTech,Enterprise,Monthly,Dedicated-CSM,291.73,50,13,8,1,1,206800.0,0
FinTech,Growth,Multi-Year,Assisted,1285.53,12,14,10,0,0,175762.0,0
HealthTech,Growth,Monthly,Self-Serve,362.68,11,26,25,6,0,53353.0,0
FinTech,Startup,Quarterly,Dedicated-CSM,8574.91,20,19,17,4,0,61414.0,0
E-Commerce,Startup,Monthly,Dedicated-CSM,589.45,5,13,3,2,2,27746.0,0
Media,Custom,Monthly,Dedicated-CSM,1167.26,7,17,6,1,1,163745.0,0
FinTech,Startup,Annual,Dedicated-CSM,1668.15,48,16,3,4,1,27560.0,0
FinTech,Growth,Quarterly,Dedicated-CSM,1048.0,20,13,9,0,0,13687.0,0
E-Commerce,Enterprise,Annual,Self-Serve,1046.78,31,20,15,3,0,6130.0,0
Media,Startup,Monthly,Dedicated-CSM,1917.07,5,19,8,2,0,11668.0,1
HealthTech,Custom,Quarterly,Dedicated-CSM,4901.44,14,19,16,3,1,42457.0,0
E-Commerce,Enterprise,Monthly,Self-Serve,2571.86,63,26,14,1,0,14058.0,0
FinTech,Growth,Monthly,Self-Serve,4706.67,6,12,11,4,2,53102.0,1
FinTech,Enterprise,Monthly,Dedicated-CSM,550.25,3,22,4,1,1,24078.0,0
Media,Startup,Monthly,Self-Serve,1754.18,12,24,6,2,0,108962.0,1
Media,Startup,Monthly,Dedicated-CSM,1528.37,8,22,9,1,1,40876.0,0
FinTech,Growth,Monthly,Self-Serve,1805.2,3,32,7,5,2,48723.0,0
Media,Startup,Multi-Year,Self-Serve,4314.76,39,21,17,3,0,40660.0,0
E-Commerce,Enterprise,Monthly,Assisted,1110.24,72,23,5,5,2,108389.0,0
Logistics,Custom,Monthly,Self-Serve,948.92,15,19,15,4,0,3276.0,0
E-Commerce,Growth,Monthly,Assisted,2108.82,26,21,5,0,0,3486.0,0
E-Commerce,Startup,Quarterly,Assisted,295.46,35,16,6,4,0,60490.0,0
E-Commerce,Custom,Monthly,Self-Serve,1095.18,21,31,27,4,3,73043.0,0
EdTech,Growth,Annual,Self-Serve,1195.04,1,18,17,2,1,28422.0,0
FinTech,Growth,Multi-Year,Self-Serve,612.59,3,20,10,5,1,21717.0,0
FinTech,Growth,Monthly,Self-Serve,3289.53,1,16,15,1,1,16283.0,0
HealthTech,Custom,Quarterly,Assisted,542.99,1,26,18,0,0,13354.0,1
EdTech,Growth,Monthly,Assisted,1193.34,6,16,8,3,2,121497.0,0
FinTech,Enterprise,Annual,Self-Serve,1718.46,8,14,11,2,1,17488.0,0
EdTech,Enterprise,Monthly,Assisted,4232.02,4,16,6,2,1,52217.0,1
Media,Startup,Monthly,Self-Serve,1327.47,1,18,7,3,2,77345.0,1
FinTech,Growth,Monthly,Self-Serve,2968.26,13,21,15,2,1,1111.0,0
EdTech,Enterprise,Annual,Self-Serve,2429.66,5,22,11,4,3,1723.0,0
HealthTech,Growth,Monthly,Dedicated-CSM,1487.63,28,20,6,1,1,20259.0,0
Logistics,Enterprise,Monthly,Dedicated-CSM,530.55,1,22,5,2,0,59539.0,0
FinTech,Custom,Annual,Dedicated-CSM,395.68,33,22,18,3,0,15109.0,0
EdTech,Growth,Quarterly,Self-Serve,1466.35,55,15,11,4,0,100.0,0
Logistics,Enterprise,Annual,Self-Serve,844.47,22,17,9,3,0,16994.0,0
Media,Enterprise,Monthly,Assisted,2925.94,23,24,22,0,0,4723.0,0
EdTech,Enterprise,Annual,Assisted,2524.95,48,16,8,2,0,12385.0,0
E-Commerce,Growth,Annual,Dedicated-CSM,1144.91,4,19,14,5,1,20263.0,0
E-Commerce,Startup,Monthly,Self-Serve,500.67,72,23,21,2,1,6852.0,0
Logistics,Growth,Annual,Self-Serve,2067.56,26,24,20,2,1,61271.0,0
E-Commerce,Growth,Monthly,Assisted,563.82,23,17,10,2,0,14780.0,0
FinTech,Growth,Multi-Year,Dedicated-CSM,702.96,8,18,13,4,0,54102.0,0
Media,Enterprise,Monthly,Dedicated-CSM,582.6,14,17,9,3,0,45694.0,0
EdTech,Growth,Annual,Assisted,1190.67,19,18,12,4,2,114161.0,0
EdTech,Growth,Monthly,Dedicated-CSM,3621.57,17,21,8,1,0,4602.0,0
FinTech,Startup,Multi-Year,Assisted,1333.7,21,16,8,1,1,12079.0,0
EdTech,Enterprise,Monthly,Dedicated-CSM,918.98,1,17,6,6,4,100190.0,1
HealthTech,Growth,Multi-Year,Dedicated-CSM,366.22,7,14,3,2,2,86336.0,0
EdTech,Startup,Multi-Year,Dedicated-CSM,2141.59,10,14,9,2,0,10666.0,0
FinTech,Startup,Monthly,Self-Serve,689.98,5,13,11,2,1,5700.0,1
EdTech,Enterprise,Annual,Self-Serve,1480.14,3,27,5,2,2,96981.0,1
Media,Growth,Multi-Year,Assisted,991.2,2,23,8,1,0,9809.0,0
FinTech,Startup,Monthly,Assisted,2731.08,8,26,14,4,2,102440.0,0
Media,Custom,Monthly,Dedicated-CSM,1171.86,12,17,12,1,0,162357.0,1
HealthTech,Enterprise,Quarterly,Self-Serve,1273.99,1,14,4,4,1,12475.0,0
Logistics,Custom,Monthly,Self-Serve,2024.11,52,21,5,7,4,91750.0,1
EdTech,Growth,Monthly,Assisted,8029.67,26,23,14,3,1,27568.0,0
E-Commerce,Growth,Monthly,Self-Serve,2850.3,23,28,23,3,2,77742.0,0
EdTech,Enterprise,Monthly,Self-Serve,1242.26,3,24,5,3,1,26161.0,0
Logistics,Growth,Monthly,Self-Serve,1343.08,16,17,8,3,1,3650.0,0
HealthTech,Enterprise,Monthly,Assisted,857.37,13,20,14,2,1,62361.0,0
HealthTech,Startup,Annual,Self-Serve,597.35,72,17,5,4,3,8166.0,0
EdTech,Growth,Annual,Dedicated-CSM,837.28,24,13,5,2,2,130882.0,0
Logistics,Startup,Monthly,Assisted,694.83,15,19,11,2,1,27042.0,0
EdTech,Startup,Annual,Dedicated-CSM,2334.06,34,25,24,3,1,4278.0,0
EdTech,Startup,Annual,Assisted,538.88,3,20,8,2,0,12970.0,0
HealthTech,Startup,Multi-Year,Self-Serve,4159.83,1,15,8,2,0,99213.0,0
Logistics,Custom,Monthly,Self-Serve,2538.27,21,24,12,1,0,19363.0,0
FinTech,Startup,Monthly,Self-Serve,1362.98,1,24,22,0,0,97011.0,0
E-Commerce,Growth,Multi-Year,Assisted,1339.79,2,15,3,1,0,9454.0,0
FinTech,Enterprise,Multi-Year,Self-Serve,834.06,24,19,12,1,0,31576.0,0
HealthTech,Growth,Annual,,1685.09,5,12,10,5,0,105293.0,0
HealthTech,Startup,Annual,Assisted,3377.46,17,19,18,1,0,2481.0,0
HealthTech,Enterprise,Monthly,Self-Serve,736.8,44,20,15,0,0,18140.0,0
EdTech,Growth,Quarterly,Self-Serve,363.8,6,29,14,2,1,120315.0,0
HealthTech,Enterprise,Monthly,Assisted,2435.08,4,25,13,3,1,45382.0,0
HealthTech,Enterprise,Monthly,Dedicated-CSM,1764.66,2,19,9,5,2,62980.0,1
FinTech,Custom,Annual,Self-Serve,516.89,2,22,15,0,0,92299.0,0
HealthTech,Growth,Monthly,Self-Serve,718.11,1,13,10,1,0,37074.0,0
FinTech,Startup,Quarterly,Dedicated-CSM,645.33,1,18,15,0,0,93335.0,0
FinTech,Growth,Multi-Year,Self-Serve,723.53,10,25,13,0,0,50911.0,0
E-Commerce,Startup,Monthly,Dedicated-CSM,1017.26,6,15,11,1,0,57862.0,0
EdTech,Enterprise,Multi-Year,Self-Serve,1067.88,22,19,17,2,0,8294.0,0
E-Commerce,Startup,Multi-Year,Dedicated-CSM,770.33,36,20,18,0,0,139860.0,0
E-Commerce,Startup,Quarterly,Self-Serve,703.14,27,23,17,4,2,79502.0,0
HealthTech,Enterprise,Monthly,Dedicated-CSM,1102.72,13,16,11,2,0,14665.0,0
Logistics,Growth,Monthly,Self-Serve,1544.63,1,19,11,1,1,43374.0,1
E-Commerce,Growth,Monthly,Assisted,1023.67,22,15,5,1,1,23618.0,0
E-Commerce,Growth,Monthly,Self-Serve,3586.27,8,18,5,4,2,54000.0,1
FinTech,Enterprise,Monthly,Self-Serve,2062.91,1,22,12,5,3,253733.0,1
HealthTech,Startup,Multi-Year,Assisted,346.46,33,10,3,1,1,2341.0,0
HealthTech,Enterprise,Monthly,Assisted,2090.52,7,25,16,3,1,152376.0,0
